Município,codmun,UF,idsus_fx,Grupo Homogêneo
Centro Novo do Maranhão,210317,MA,"5 a 5,9",GH6
Chapadinha,210320,MA,"4 a 4,9",GH4
Cidelândia,210325,MA,"5 a 5,9",GH6
Codó,210330,MA,"4 a 4,9",GH4
Coelho Neto,210340,MA,"6 a 6,9",GH4
Colinas,210350,MA,"4 a 4,9",GH4
Conceição do Lago-Açu,210355,MA,"4 a 4,9",GH6
Coroatá,210360,MA,"4 a 4,9",GH4
Cururupu,210370,MA,"5 a 5,9",GH4
Davinópolis,210375,MA,"4 a 4,9",GH6
Dom Pedro,210380,MA,"5 a 5,9",GH4
Duque Bacelar,210390,MA,"5 a 5,9",GH6
Esperantinópolis,210400,MA,"5 a 5,9",GH4
Estreito,210405,MA,"4 a 4,9",GH4
Feira Nova do Maranhão,210407,MA,"4 a 4,9",GH6
Fernando Falcão,210408,MA,"4 a 4,9",GH6
Formosa da Serra Negra,210409,MA,"4 a 4,9",GH6
Fortaleza dos Nogueiras,210410,MA,"5 a 5,9",GH6
Fortuna,210420,MA,"4 a 4,9",GH6
Godofredo Viana,210430,MA,"4 a 4,9",GH6
Gonçalves Dias,210440,MA,"5 a 5,9",GH6
Governador Archer,210450,MA,"5 a 5,9",GH6
Governador Edison Lobão,210455,MA,"4 a 4,9",GH6
Governador Eugênio Barros,210460,MA,"5 a 5,9",GH6
Governador Luiz Rocha,210462,MA,"5 a 5,9",GH6
Governador Newton Bello,210465,MA,"4 a 4,9",GH6
Governador Nunes Freire,210467,MA,"5 a 5,9",GH4
Graça Aranha,210470,MA,"5 a 5,9",GH6
Grajaú,210480,MA,"4 a 4,9",GH4
Guimarães,210490,MA,"5 a 5,9",GH6
Humberto de Campos,210500,MA,"5 a 5,9",GH4
Icatu,210510,MA,"4 a 4,9",GH6
Igarapé do Meio,210515,MA,"5 a 5,9",GH6
Igarapé Grande,210520,MA,"4 a 4,9",GH6
Imperatriz,210530,MA,"5 a 5,9",GH2
Itaipava do Grajaú,210535,MA,"4 a 4,9",GH6
Itapecuru Mirim,210540,MA,"5 a 5,9",GH4
Itinga do Maranhão,210542,MA,"5 a 5,9",GH4
Jatobá,210545,MA,"4 a 4,9",GH6
Jenipapo dos Vieiras,210547,MA,"4 a 4,9",GH6
João Lisboa,210550,MA,"5 a 5,9",GH4
Joselândia,210560,MA,"5 a 5,9",GH6
Junco do Maranhão,210565,MA,"5 a 5,9",GH6
Lago da Pedra,210570,MA,"5 a 5,9",GH4
Lago do Junco,210580,MA,"5 a 5,9",GH6
Lago Verde,210590,MA,"4 a 4,9",GH6
Lagoa do Mato,210592,MA,"4 a 4,9",GH6
Lago dos Rodrigues,210594,MA,"4 a 4,9",GH6
Lagoa Grande do Maranhão,210596,MA,"4 a 4,9",GH6
Lajeado Novo,210598,MA,"4 a 4,9",GH6
Lima Campos,210600,MA,"4 a 4,9",GH6
Loreto,210610,MA,"5 a 5,9",GH6
Luís Domingues,210620,MA,"4 a 4,9",GH6
Magalhães de Almeida,210630,MA,"5 a 5,9",GH6
Maracaçumé,210632,MA,"5 a 5,9",GH6
Marajá do Sena,210635,MA,"4 a 4,9",GH6
Maranhãozinho,210637,MA,"5 a 5,9",GH6
Mata Roma,210640,MA,"5 a 5,9",GH6
Matinha,210650,MA,"5 a 5,9",GH6
Matões,210660,MA,"5 a 5,9",GH4
Matões do Norte,210663,MA,"4 a 4,9",GH6
Milagres do Maranhão,210667,MA,"4 a 4,9",GH6
Mirador,210670,MA,"4 a 4,9",GH6
Miranda do Norte,210675,MA,"5 a 5,9",GH4
Mirinzal,210680,MA,"5 a 5,9",GH6
Monção,210690,MA,"4 a 4,9",GH6
Montes Altos,210700,MA,"5 a 5,9",GH6
Morros,210710,MA,"5 a 5,9",GH6
Nina Rodrigues,210720,MA,"5 a 5,9",GH6
Nova Colinas,210725,MA,"5 a 5,9",GH6
Nova Iorque,210730,MA,"4 a 4,9",GH6
Nova Olinda do Maranhão,210735,MA,"4 a 4,9",GH6
Olho d'Água das Cunhãs,210740,MA,"4 a 4,9",GH6
Olinda Nova do Maranhão,210745,MA,"5 a 5,9",GH6
Paço do Lumiar,210750,MA,"4 a 4,9",GH4
Palmeirândia,210760,MA,"5 a 5,9",GH6
Paraibano,210770,MA,"4 a 4,9",GH6
Parnarama,210780,MA,"6 a 6,9",GH4
Passagem Franca,210790,MA,"4 a 4,9",GH4
Pastos Bons,210800,MA,"5 a 5,9",GH6
Paulino Neves,210805,MA,"4 a 4,9",GH6
Paulo Ramos,210810,MA,"5 a 5,9",GH4
Pedreiras,210820,MA,"5 a 5,9",GH4
Pedro do Rosário,210825,MA,"4 a 4,9",GH6
Penalva,210830,MA,"4 a 4,9",GH4
Peri Mirim,210840,MA,"5 a 5,9",GH6
Peritoró,210845,MA,"4 a 4,9",GH6
Pindaré-Mirim,210850,MA,"4 a 4,9",GH6
Pinheiro,210860,MA,"5 a 5,9",GH4
Pio XII,210870,MA,"4 a 4,9",GH4
Pirapemas,210880,MA,"4 a 4,9",GH6
Poção de Pedras,210890,MA,"5 a 5,9",GH4
Porto Franco,210900,MA,"5 a 5,9",GH4
Porto Rico do Maranhão,210905,MA,"5 a 5,9",GH6
Presidente Dutra,210910,MA,"6 a 6,9",GH4
Presidente Juscelino,210920,MA,"5 a 5,9",GH6
Presidente Médici,210923,MA,"5 a 5,9",GH6
Presidente Sarney,210927,MA,"5 a 5,9",GH6
Presidente Vargas,210930,MA,"5 a 5,9",GH6
Primeira Cruz,210940,MA,"4 a 4,9",GH6
Raposa,210945,MA,"5 a 5,9",GH6
Riachão,210950,MA,"5 a 5,9",GH4
Ribamar Fiquene,210955,MA,"5 a 5,9",GH6
Rosário,210960,MA,"5 a 5,9",GH4
Sambaíba,210970,MA,"5 a 5,9",GH6
Santa Filomena do Maranhão,210975,MA,"4 a 4,9",GH6
Santa Helena,210980,MA,"5 a 5,9",GH4
Santa Inês,210990,MA,"5 a 5,9",GH4
Santa Luzia,211000,MA,"5 a 5,9",GH4
Santa Luzia do Paruá,211003,MA,"5 a 5,9",GH4
Santa Quitéria do Maranhão,211010,MA,"4 a 4,9",GH4
Santa Rita,211020,MA,"4 a 4,9",GH4
Santana do Maranhão,211023,MA,"4 a 4,9",GH6
Santo Amaro do Maranhão,211027,MA,"4 a 4,9",GH6
Santo Antônio dos Lopes,211030,MA,"5 a 5,9",GH6
São Benedito do Rio Preto,211040,MA,"5 a 5,9",GH6
São Bento,211050,MA,"4 a 4,9",GH4
São Bernardo,211060,MA,"5 a 5,9",GH4
São Domingos do Azeitão,211065,MA,"4 a 4,9",GH6
São Domingos do Maranhão,211070,MA,"4 a 4,9",GH4
São Félix de Balsas,211080,MA,"5 a 5,9",GH6
São Francisco do Brejão,211085,MA,"5 a 5,9",GH6
São Francisco do Maranhão,211090,MA,"5 a 5,9",GH6
São João Batista,211100,MA,"4 a 4,9",GH6
São João do Carú,211102,MA,"5 a 5,9",GH6
São João do Paraíso,211105,MA,"4 a 4,9",GH6
São João do Soter,211107,MA,"4 a 4,9",GH6
São João dos Patos,211110,MA,"4 a 4,9",GH4
São José de Ribamar,211120,MA,"4 a 4,9",GH4
São José dos Basílios,211125,MA,"5 a 5,9",GH6
São Luís,211130,MA,"5 a 5,9",GH1
São Luís Gonzaga do Maranhão,211140,MA,"4 a 4,9",GH4
São Mateus do Maranhão,211150,MA,"4 a 4,9",GH4
São Pedro da Água Branca,211153,MA,"2,5 a 3,9",GH6
São Pedro dos Crentes,211157,MA,"4 a 4,9",GH6
São Raimundo das Mangabeiras,211160,MA,"4 a 4,9",GH5
São Raimundo do Doca Bezerra,211163,MA,"4 a 4,9",GH6
São Roberto,211167,MA,"4 a 4,9",GH6
São Vicente Ferrer,211170,MA,"5 a 5,9",GH4
Satubinha,211172,MA,"4 a 4,9",GH6
Senador Alexandre Costa,211174,MA,"5 a 5,9",GH6
Senador La Rocque,211176,MA,"4 a 4,9",GH6
Serrano do Maranhão,211178,MA,"2,5 a 3,9",GH6
Sítio Novo,211180,MA,"4 a 4,9",GH6
Sucupira do Norte,211190,MA,"5 a 5,9",GH6
Sucupira do Riachão,211195,MA,"4 a 4,9",GH6
Tasso Fragoso,211200,MA,"5 a 5,9",GH5
Timbiras,211210,MA,"4 a 4,9",GH6
Timon,211220,MA,"6 a 6,9",GH4
Trizidela do Vale,211223,MA,"4 a 4,9",GH6
Tufilândia,211227,MA,"5 a 5,9",GH6
Tuntum,211230,MA,"4 a 4,9",GH4
Turiaçu,211240,MA,"2,5 a 3,9",GH4
Turilândia,211245,MA,"4 a 4,9",GH6
Tutóia,211250,MA,"5 a 5,9",GH4
Urbano Santos,211260,MA,"4 a 4,9",GH6
Vargem Grande,211270,MA,"4 a 4,9",GH4
Viana,211280,MA,"5 a 5,9",GH4
Vila Nova dos Martírios,211285,MA,"4 a 4,9",GH6
Vitória do Mearim,211290,MA,"5 a 5,9",GH4
Vitorino Freire,211300,MA,"4 a 4,9",GH4
Zé Doca,211400,MA,"5 a 5,9",GH4
Acauã,220005,PI,"5 a 5,9",GH6
Agricolândia,220010,PI,"5 a 5,9",GH6
Água Branca,220020,PI,"5 a 5,9",GH6
Alagoinha do Piauí,220025,PI,"4 a 4,9",GH6
Alegrete do Piauí,220027,PI,"4 a 4,9",GH6
Alto Longá,220030,PI,"5 a 5,9",GH6
Altos,220040,PI,"5 a 5,9",GH4
Alvorada do Gurguéia,220045,PI,"5 a 5,9",GH6
Amarante,220050,PI,"5 a 5,9",GH6
Angical do Piauí,220060,PI,"5 a 5,9",GH6
Anísio de Abreu,220070,PI,"5 a 5,9",GH6
Antônio Almeida,220080,PI,"5 a 5,9",GH6
Aroazes,220090,PI,"5 a 5,9",GH6
Aroeiras do Itaim,220095,PI,"5 a 5,9",GH6
Arraial,220100,PI,"5 a 5,9",GH6
Assunção do Piauí,220105,PI,"5 a 5,9",GH6
Avelino Lopes,220110,PI,"5 a 5,9",GH6
Baixa Grande do Ribeiro,220115,PI,"4 a 4,9",GH5
Barra D'Alcântara,220117,PI,"6 a 6,9",GH6
Barras,220120,PI,"5 a 5,9",GH4
Barreiras do Piauí,220130,PI,"4 a 4,9",GH6
Barro Duro,220140,PI,"5 a 5,9",GH6
Batalha,220150,PI,"5 a 5,9",GH4
Bela Vista do Piauí,220155,PI,"5 a 5,9",GH6
Belém do Piauí,220157,PI,"4 a 4,9",GH6
Beneditinos,220160,PI,"5 a 5,9",GH6
Bertolínia,220170,PI,"5 a 5,9",GH6
Betânia do Piauí,220173,PI,"5 a 5,9",GH6
Boa Hora,220177,PI,"6 a 6,9",GH6
Bocaina,220180,PI,"5 a 5,9",GH6
Bom Jesus,220190,PI,"5 a 5,9",GH4
Bom Princípio do Piauí,220191,PI,"5 a 5,9",GH6
Bonfim do Piauí,220192,PI,"5 a 5,9",GH6
Boqueirão do Piauí,220194,PI,"6 a 6,9",GH6
Brasileira,220196,PI,"5 a 5,9",GH6
Brejo do Piauí,220198,PI,"5 a 5,9",GH6
Buriti dos Lopes,220200,PI,"5 a 5,9",GH4
Buriti dos Montes,220202,PI,"5 a 5,9",GH6
Cabeceiras do Piauí,220205,PI,"5 a 5,9",GH6
Cajazeiras do Piauí,220207,PI,"4 a 4,9",GH6
Cajueiro da Praia,220208,PI,"5 a 5,9",GH6
Caldeirão Grande do Piauí,220209,PI,"5 a 5,9",GH6
Campinas do Piauí,220210,PI,"5 a 5,9",GH6
Campo Alegre do Fidalgo,220211,PI,"4 a 4,9",GH6
Campo Grande do Piauí,220213,PI,"5 a 5,9",GH6
Campo Largo do Piauí,220217,PI,"5 a 5,9",GH6
Campo Maior,220220,PI,"6 a 6,9",GH4
Canavieira,220225,PI,"4 a 4,9",GH6
Canto do Buriti,220230,PI,"5 a 5,9",GH4
Capitão de Campos,220240,PI,"5 a 5,9",GH6
Capitão Gervásio Oliveira,220245,PI,"4 a 4,9",GH6
Caracol,220250,PI,"5 a 5,9",GH6
Caraúbas do Piauí,220253,PI,"5 a 5,9",GH6
Caridade do Piauí,220255,PI,"5 a 5,9",GH6
Castelo do Piauí,220260,PI,"5 a 5,9",GH4
Caxingó,220265,PI,"5 a 5,9",GH6
Cocal,220270,PI,"5 a 5,9",GH4
Cocal de Telha,220271,PI,"6 a 6,9",GH6
Cocal dos Alves,220272,PI,"5 a 5,9",GH6
Coivaras,220273,PI,"5 a 5,9",GH6
Colônia do Gurguéia,220275,PI,"5 a 5,9",GH6
Colônia do Piauí,220277,PI,"5 a 5,9",GH6
Conceição do Canindé,220280,PI,"5 a 5,9",GH6
Coronel José Dias,220285,PI,"5 a 5,9",GH6
Corrente,220290,PI,"5 a 5,9",GH4
Cristalândia do Piauí,220300,PI,"4 a 4,9",GH6
Cristino Castro,220310,PI,"4 a 4,9",GH6
Curimatá,220320,PI,"5 a 5,9",GH6
Currais,220323,PI,"4 a 4,9",GH6
Curralinhos,220325,PI,"5 a 5,9",GH6
Curral Novo do Piauí,220327,PI,"5 a 5,9",GH6
Demerval Lobão,220330,PI,"5 a 5,9",GH6
Dirceu Arcoverde,220335,PI,"5 a 5,9",GH6
Dom Expedito Lopes,220340,PI,"5 a 5,9",GH6
Domingos Mourão,220342,PI,"5 a 5,9",GH6
Dom Inocêncio,220345,PI,"5 a 5,9",GH6
Elesbão Veloso,220350,PI,"5 a 5,9",GH6
Eliseu Martins,220360,PI,"5 a 5,9",GH6
Esperantina,220370,PI,"5 a 5,9",GH4
Fartura do Piauí,220375,PI,"5 a 5,9",GH6
Flores do Piauí,220380,PI,"4 a 4,9",GH6
Floresta do Piauí,220385,PI,"5 a 5,9",GH6
Floriano,220390,PI,"5 a 5,9",GH4
Francinópolis,220400,PI,"5 a 5,9",GH6
Francisco Ayres,220410,PI,"5 a 5,9",GH6
Francisco Macedo,220415,PI,"4 a 4,9",GH6
Francisco Santos,220420,PI,"4 a 4,9",GH6
Fronteiras,220430,PI,"4 a 4,9",GH4
Geminiano,220435,PI,"5 a 5,9",GH6
Gilbués,220440,PI,"5 a 5,9",GH6
Guadalupe,220450,PI,"5 a 5,9",GH4
Guaribas,220455,PI,"4 a 4,9",GH6
Hugo Napoleão,220460,PI,"5 a 5,9",GH6
Ilha Grande,220465,PI,"5 a 5,9",GH6
Inhuma,220470,PI,"5 a 5,9",GH6
Ipiranga do Piauí,220480,PI,"5 a 5,9",GH6
Isaías Coelho,220490,PI,"5 a 5,9",GH6
Itainópolis,220500,PI,"5 a 5,9",GH6
Itaueira,220510,PI,"5 a 5,9",GH6
Jacobina do Piauí,220515,PI,"6 a 6,9",GH6
Jaicós,220520,PI,"5 a 5,9",GH4
Jardim do Mulato,220525,PI,"5 a 5,9",GH6
Jatobá do Piauí,220527,PI,"6 a 6,9",GH6
Jerumenha,220530,PI,"5 a 5,9",GH6
João Costa,220535,PI,"4 a 4,9",GH6
Joaquim Pires,220540,PI,"5 a 5,9",GH6
Joca Marques,220545,PI,"4 a 4,9",GH6
José de Freitas,220550,PI,"5 a 5,9",GH4
Juazeiro do Piauí,220551,PI,"5 a 5,9",GH6
Júlio Borges,220552,PI,"4 a 4,9",GH6
Jurema,220553,PI,"5 a 5,9",GH6
Lagoinha do Piauí,220554,PI,"5 a 5,9",GH6
Lagoa Alegre,220555,PI,"5 a 5,9",GH6
Lagoa do Barro do Piauí,220556,PI,"5 a 5,9",GH6
Lagoa de São Francisco,220557,PI,"5 a 5,9",GH6
Lagoa do Piauí,220558,PI,"5 a 5,9",GH6
Lagoa do Sítio,220559,PI,"5 a 5,9",GH6
Landri Sales,220560,PI,"5 a 5,9",GH6
Luís Correia,220570,PI,"5 a 5,9",GH6
Luzilândia,220580,PI,"4 a 4,9",GH4
Madeiro,220585,PI,"4 a 4,9",GH6
Manoel Emídio,220590,PI,"4 a 4,9",GH6
Marcolândia,220595,PI,"5 a 5,9",GH6
Marcos Parente,220600,PI,"5 a 5,9",GH6
Massapê do Piauí,220605,PI,"5 a 5,9",GH6
Matias Olímpio,220610,PI,"4 a 4,9",GH6
Miguel Alves,220620,PI,"5 a 5,9",GH4
Miguel Leão,220630,PI,"5 a 5,9",GH6
Milton Brandão,220635,PI,"5 a 5,9",GH6
Monsenhor Gil,220640,PI,"5 a 5,9",GH6
Monsenhor Hipólito,220650,PI,"5 a 5,9",GH6
Monte Alegre do Piauí,220660,PI,"4 a 4,9",GH6
Morro Cabeça no Tempo,220665,PI,"5 a 5,9",GH6
Morro do Chapéu do Piauí,220667,PI,"5 a 5,9",GH6
Murici dos Portelas,220669,PI,"4 a 4,9",GH6
Nazaré do Piauí,220670,PI,"5 a 5,9",GH6
Nazária,220670,PI,NA,GH6
Nossa Senhora de Nazaré,220675,PI,"5 a 5,9",GH6
Nossa Senhora dos Remédios,220680,PI,"5 a 5,9",GH6
Novo Oriente do Piauí,220690,PI,"5 a 5,9",GH6
Novo Santo Antônio,220695,PI,"4 a 4,9",GH6
Oeiras,220700,PI,"5 a 5,9",GH4
Olho D'Água do Piauí,220710,PI,"5 a 5,9",GH6
Padre Marcos,220720,PI,"5 a 5,9",GH6
Paes Landim,220730,PI,"5 a 5,9",GH6
Pajeú do Piauí,220735,PI,"5 a 5,9",GH6
Palmeira do Piauí,220740,PI,"4 a 4,9",GH6
Palmeirais,220750,PI,"5 a 5,9",GH6
Paquetá,220755,PI,"5 a 5,9",GH6
Parnaguá,220760,PI,"5 a 5,9",GH6
Parnaíba,220770,PI,"4 a 4,9",GH4
Passagem Franca do Piauí,220775,PI,"5 a 5,9",GH6
Patos do Piauí,220777,PI,"5 a 5,9",GH6
Pau D'Arco do Piauí,220779,PI,"5 a 5,9",GH6
Paulistana,220780,PI,"6 a 6,9",GH4
Pavussu,220785,PI,"5 a 5,9",GH6
Pedro II,220790,PI,"5 a 5,9",GH4
Pedro Laurentino,220793,PI,"4 a 4,9",GH6
Nova Santa Rita,220795,PI,"5 a 5,9",GH6
Picos,220800,PI,"6 a 6,9",GH4
Pimenteiras,220810,PI,"5 a 5,9",GH6
Pio IX,220820,PI,"5 a 5,9",GH6
Piracuruca,220830,PI,"5 a 5,9",GH6
Piripiri,220840,PI,"6 a 6,9",GH4
Porto,220850,PI,"5 a 5,9",GH6
Porto Alegre do Piauí,220855,PI,"5 a 5,9",GH6
Prata do Piauí,220860,PI,"5 a 5,9",GH6
Queimada Nova,220865,PI,"5 a 5,9",GH6
Redenção do Gurguéia,220870,PI,"5 a 5,9",GH6
Regeneração,220880,PI,"5 a 5,9",GH6
Riacho Frio,220885,PI,"4 a 4,9",GH6
Ribeira do Piauí,220887,PI,"4 a 4,9",GH6
Ribeiro Gonçalves,220890,PI,"5 a 5,9",GH6
Rio Grande do Piauí,220900,PI,"5 a 5,9",GH6
Santa Cruz do Piauí,220910,PI,"5 a 5,9",GH6
Santa Cruz dos Milagres,220915,PI,"4 a 4,9",GH6
Santa Filomena,220920,PI,"5 a 5,9",GH6
Santa Luz,220930,PI,"4 a 4,9",GH6
Santana do Piauí,220935,PI,"5 a 5,9",GH6
Santa Rosa do Piauí,220937,PI,"5 a 5,9",GH6
Santo Antônio de Lisboa,220940,PI,"5 a 5,9",GH6
Santo Antônio dos Milagres,220945,PI,"5 a 5,9",GH6
Santo Inácio do Piauí,220950,PI,"5 a 5,9",GH6
São Braz do Piauí,220955,PI,"5 a 5,9",GH6
São Félix do Piauí,220960,PI,"5 a 5,9",GH6
São Francisco de Assis do Piauí,220965,PI,"5 a 5,9",GH6
São Francisco do Piauí,220970,PI,"5 a 5,9",GH6
São Gonçalo do Gurguéia,220975,PI,"4 a 4,9",GH6
São Gonçalo do Piauí,220980,PI,"5 a 5,9",GH6
São João da Canabrava,220985,PI,"5 a 5,9",GH6
São João da Fronteira,220987,PI,"4 a 4,9",GH6
São João da Serra,220990,PI,"5 a 5,9",GH6
São João da Varjota,220995,PI,"5 a 5,9",GH6
São João do Arraial,220997,PI,"5 a 5,9",GH6
São João do Piauí,221000,PI,"5 a 5,9",GH6
São José do Divino,221005,PI,"5 a 5,9",GH6
São José do Peixe,221010,PI,"5 a 5,9",GH6
São José do Piauí,221020,PI,"5 a 5,9",GH6
São Julião,221030,PI,"5 a 5,9",GH6
São Lourenço do Piauí,221035,PI,"5 a 5,9",GH6
São Luis do Piauí,221037,PI,"5 a 5,9",GH6
São Miguel da Baixa Grande,221038,PI,"5 a 5,9",GH6
São Miguel do Fidalgo,221039,PI,"4 a 4,9",GH6
São Miguel do Tapuio,221040,PI,"5 a 5,9",GH6
São Pedro do Piauí,221050,PI,"5 a 5,9",GH6
São Raimundo Nonato,221060,PI,"5 a 5,9",GH4
Sebastião Barros,221062,PI,"5 a 5,9",GH6
Sebastião Leal,221063,PI,"5 a 5,9",GH6
Sigefredo Pacheco,221065,PI,"5 a 5,9",GH6
Simões,221070,PI,"5 a 5,9",GH4
Simplício Mendes,221080,PI,"5 a 5,9",GH6
Socorro do Piauí,221090,PI,"5 a 5,9",GH6
Sussuapara,221093,PI,"5 a 5,9",GH6
Tamboril do Piauí,221095,PI,"4 a 4,9",GH6
Tanque do Piauí,221097,PI,"5 a 5,9",GH6
Teresina,221100,PI,"6 a 6,9",GH1
União,221110,PI,"5 a 5,9",GH4
Uruçuí,221120,PI,"5 a 5,9",GH3
Valença do Piauí,221130,PI,"5 a 5,9",GH4
Várzea Branca,221135,PI,"5 a 5,9",GH6
Várzea Grande,221140,PI,"5 a 5,9",GH6
Vera Mendes,221150,PI,"5 a 5,9",GH6
Vila Nova do Piauí,221160,PI,"5 a 5,9",GH6
Wall Ferraz,221170,PI,"5 a 5,9",GH6
Abaiara,230010,CE,"5 a 5,9",GH6
Acarape,230015,CE,"5 a 5,9",GH6
Acaraú,230020,CE,"5 a 5,9",GH4
Acopiara,230030,CE,"4 a 4,9",GH4
Aiuaba,230040,CE,"4 a 4,9",GH6
Alcântaras,230050,CE,"5 a 5,9",GH6
Altaneira,230060,CE,"5 a 5,9",GH6
Alto Santo,230070,CE,"6 a 6,9",GH6
Amontada,230075,CE,"5 a 5,9",GH6
Antonina do Norte,230080,CE,"5 a 5,9",GH6
Apuiarés,230090,CE,"5 a 5,9",GH6
Aquiraz,230100,CE,"5 a 5,9",GH4
Aracati,230110,CE,"5 a 5,9",GH4
Aracoiaba,230120,CE,"5 a 5,9",GH4
Ararendá,230125,CE,"5 a 5,9",GH6
Araripe,230130,CE,"5 a 5,9",GH6
Aratuba,230140,CE,"6 a 6,9",GH6
Arneiroz,230150,CE,"5 a 5,9",GH6
Assaré,230160,CE,"5 a 5,9",GH6
Aurora,230170,CE,"4 a 4,9",GH4
Baixio,230180,CE,"5 a 5,9",GH6
Banabuiú,230185,CE,"5 a 5,9",GH6
Barbalha,230190,CE,"7 a 7,9",GH4
Barreira,230195,CE,"5 a 5,9",GH6
Barro,230200,CE,"5 a 5,9",GH6
Barroquinha,230205,CE,"5 a 5,9",GH6
Baturité,230210,CE,"5 a 5,9",GH4
Beberibe,230220,CE,"5 a 5,9",GH6
Bela Cruz,230230,CE,"5 a 5,9",GH6
Boa Viagem,230240,CE,"4 a 4,9",GH4
Brejo Santo,230250,CE,"5 a 5,9",GH4
Camocim,230260,CE,"5 a 5,9",GH4
Campos Sales,230270,CE,"4 a 4,9",GH6
Canindé,230280,CE,"5 a 5,9",GH4
Capistrano,230290,CE,"5 a 5,9",GH6
Caridade,230300,CE,"5 a 5,9",GH6
Cariré,230310,CE,"6 a 6,9",GH6
Caririaçu,230320,CE,"5 a 5,9",GH6
Cariús,230330,CE,"5 a 5,9",GH6
Carnaubal,230340,CE,"6 a 6,9",GH6
Cascavel,230350,CE,"5 a 5,9",GH4
Catarina,230360,CE,"5 a 5,9",GH6
Catunda,230365,CE,"5 a 5,9",GH6
Caucaia,230370,CE,"4 a 4,9",GH4
Cedro,230380,CE,"5 a 5,9",GH4
Chaval,230390,CE,"5 a 5,9",GH6
Choró,230393,CE,"5 a 5,9",GH6
Chorozinho,230395,CE,"4 a 4,9",GH6
Coreaú,230400,CE,"5 a 5,9",GH6
Crateús,230410,CE,"4 a 4,9",GH4
Crato,230420,CE,"5 a 5,9",GH4
Croatá,230423,CE,"5 a 5,9",GH6
Cruz,230425,CE,"5 a 5,9",GH6
Deputado Irapuan Pinheiro,230426,CE,"5 a 5,9",GH6
Ererê,230427,CE,"5 a 5,9",GH6
Eusébio,230428,CE,"5 a 5,9",GH3
Farias Brito,230430,CE,"6 a 6,9",GH6
Forquilha,230435,CE,"5 a 5,9",GH6
Fortaleza,230440,CE,"5 a 5,9",GH1
Fortim,230445,CE,"5 a 5,9",GH6
Frecheirinha,230450,CE,"5 a 5,9",GH6
General Sampaio,230460,CE,"5 a 5,9",GH6
Graça,230465,CE,"5 a 5,9",GH6
Granja,230470,CE,"4 a 4,9",GH6
Granjeiro,230480,CE,"5 a 5,9",GH6
Groaíras,230490,CE,"6 a 6,9",GH6
Guaiúba,230495,CE,"5 a 5,9",GH6
Guaraciaba do Norte,230500,CE,"5 a 5,9",GH6
Guaramiranga,230510,CE,"6 a 6,9",GH6
Hidrolândia,230520,CE,"5 a 5,9",GH6
Horizonte,230523,CE,"5 a 5,9",GH3
Ibaretama,230526,CE,"5 a 5,9",GH6
Ibiapina,230530,CE,"6 a 6,9",GH6
Ibicuitinga,230533,CE,"5 a 5,9",GH6
Icapuí,230535,CE,"5 a 5,9",GH6
Icó,230540,CE,"4 a 4,9",GH4
Iguatu,230550,CE,"5 a 5,9",GH4
Independência,230560,CE,"4 a 4,9",GH6
Ipaporanga,230565,CE,"5 a 5,9",GH6
Ipaumirim,230570,CE,"4 a 4,9",GH6
Ipu,230580,CE,"5 a 5,9",GH4
Ipueiras,230590,CE,"4 a 4,9",GH6
Iracema,230600,CE,"5 a 5,9",GH6
Irauçuba,230610,CE,"5 a 5,9",GH6
Itaiçaba,230620,CE,"6 a 6,9",GH6
Itaitinga,230625,CE,"5 a 5,9",GH6
Itapagé,230630,CE,"5 a 5,9",GH4
Itapipoca,230640,CE,"5 a 5,9",GH4
Itapiúna,230650,CE,"5 a 5,9",GH6
Itarema,230655,CE,"5 a 5,9",GH6
Itatira,230660,CE,"5 a 5,9",GH6
Jaguaretama,230670,CE,"5 a 5,9",GH6
Jaguaribara,230680,CE,"5 a 5,9",GH6
Jaguaribe,230690,CE,"5 a 5,9",GH6
Jaguaruana,230700,CE,"5 a 5,9",GH6
Jardim,230710,CE,"5 a 5,9",GH4
Jati,230720,CE,"5 a 5,9",GH6
Jijoca de Jericoacoara,230725,CE,"5 a 5,9",GH6
Juazeiro do Norte,230730,CE,"5 a 5,9",GH4
Jucás,230740,CE,"5 a 5,9",GH4
Lavras da Mangabeira,230750,CE,"5 a 5,9",GH4
Limoeiro do Norte,230760,CE,"5 a 5,9",GH4
Madalena,230763,CE,"5 a 5,9",GH6
Maracanaú,230765,CE,"5 a 5,9",GH3
Maranguape,230770,CE,"4 a 4,9",GH4
Marco,230780,CE,"5 a 5,9",GH6
Martinópole,230790,CE,"5 a 5,9",GH6
Massapê,230800,CE,"5 a 5,9",GH6
Mauriti,230810,CE,"5 a 5,9",GH4
Meruoca,230820,CE,"5 a 5,9",GH6
Milagres,230830,CE,"4 a 4,9",GH6
Milhã,230835,CE,"5 a 5,9",GH6
Miraíma,230837,CE,"5 a 5,9",GH6
Missão Velha,230840,CE,"5 a 5,9",GH4
Mombaça,230850,CE,"4 a 4,9",GH4
Monsenhor Tabosa,230860,CE,"5 a 5,9",GH6
Morada Nova,230870,CE,"6 a 6,9",GH4
Moraújo,230880,CE,"5 a 5,9",GH6
Morrinhos,230890,CE,"5 a 5,9",GH6
Mucambo,230900,CE,"5 a 5,9",GH4
Mulungu,230910,CE,"5 a 5,9",GH6
Nova Olinda,230920,CE,"5 a 5,9",GH6
Nova Russas,230930,CE,"5 a 5,9",GH4
